7434,300.00,300.00,0.00,282.23,5.92,0.0
7439,300.00,300.00,0.00,282.23,5.92,0.0
7444,300.00,300.00,0.00,282.23,5.92,0.0
7449,300.00,300.00,0.00,282.23,5.92,0.0
7454,300.00,300.00,0.00,282.23,5.92,0.0
7459,300.00,300.00,0.00,282.23,5.92,0.0
7464,300.00,300.00,0.00,282.23,5.92,0.0
7469,300.00,300.00,0.00,282.23,5.92,0.0
7474,300.00,300.00,0.00,282.23,5.92,0.0
7479,300.00,300.00,0.00,282.23,5.92,0.0
7484,300.00,300.00,0.00,282.23,5.92,0.0
7489,300.00,300.00,0.00,282.23,5.92,0.0
7494,300.00,300.00,0.00,282.23,5.92,0.0
7499,300.00,300.00,0.00,282.23,5.92,0.0
7504,300.00,300.00,0.00,282.23,5.92,0.0
7509,300.00,300.00,0.00,282.23,5.92,0.0
7514,300.00,300.00,0.00,282.23,5.92,0.0
7519,300.00,300.00,0.00,282.23,5.92,0.0
7524,300.00,300.00,0.00,282.23,5.92,0.0
7529,300.00,300.00,0.00,282.23,5.92,0.0
7534,300.00,300.00,0.00,282.23,5.92,0.0
7539,300.00,300.00,0.00,282.23,5.92,0.0
7544,300.00,300.00,0.00,282.23,5.92,0.0
7549,300.00,300.00,0.00,282.23,5.92,0.0
7554,300.00,300.00,0.00,282.23,5.92,0.0
7559,300.00,300.00,0.00,282.23,5.92,0.0
7564,300.00,300.00,0.00,282.23,5.92,0.0
7569,300.00,300.00,0.00,282.23,5.92,0.0
7574,300.00,300.00,0.00,282.23,5.92,0.0
7579,300.00,300.00,0.00,282.23,5.92,0.0
7584,300.00,300.00,0.00,282.23,5.92,0.0
7589,300.00,300.00,0.00,282.23,5.92,0.0
7594,300.00,300.00,0.00,282.23,5.92,0.0
7599,300.00,300.00,0.00,282.23,5.92,0.0
7604,300.00,300.00,0.00,282.23,5.92,0.0
7609,300.00,300.00,0.00,282.23,5.92,0.0
7614,300.00,300.00,0.00,282.23,5.92,0.0
7619,300.00,300.00,0.00,282.23,5.92,0.0
7624,300.00,300.00,0.00,282.23,5.92,0.0
7629,300.00,300.00,0.00,282.23,5.92,0.0
7634,300.00,300.00,0.00,282.23,5.92,0.0
7639,300.00,300.00,0.00,282.23,5.92,0.0
7644,300.00,300.00,0.00,282.23,5.92,0.0
7649,300.00,300.00,0.00,282.23,5.92,0.0
7654,300.00,300.00,0.00,282.23,5.92,0.0
7659,300.00,300.00,0.00,282.23,5.92,0.0
7664,300.00,300.00,0.00,282.23,5.92,0.0
7669,300.00,300.00,0.00,282.23,5.92,0.0
7674,300.00,300.00,0.00,282.23,5.92,0.0
7679,300.00,300.00,0.00,282.23,5.92,0.0
7684,300.00,300.00,0.00,282.23,5.92,0.0
7689,300.00,300.00,0.00,282.23,5.92,0.0
7694,300.00,300.00,0.00,282.23,5.92,0.0
7699,300.00,300.00,0.00,282.23,5.92,0.0
7704,300.00,300.00,0.00,282.23,5.92,0.0
7709,300.00,300.00,0.00,282.23,5.92,0.0
7714,300.00,300.00,0.00,282.23,5.92,0.0
7719,300.00,300.00,0.00,282.23,5.92,0.0
7724,300.00,300.00,0.00,282.23,5.92,0.0
7729,300.00,300.00,0.00,282.23,5.92,0.0
7734,300.00,300.00,0.00,282.23,5.92,0.0
7739,300.00,300.00,0.00,282.23,5.92,0.0
7744,300.00,300.00,0.00,282.23,5.92,0.0
7749,300.00,300.00,0.00,282.23,5.92,0.0
7754,300.00,300.00,0.00,282.23,5.92,0.0
7759,300.00,300.00,0.00,282.23,5.92,0.0
7764,300.00,300.00,0.00,282.23,5.92,0.0
7769,300.00,300.00,0.00,282.23,5.92,0.0
7774,300.00,300.00,0.00,282.23,5.92,0.0
7779,300.00,300.00,0.00,282.23,5.92,0.0
7784,300.00,300.00,0.00,282.23,5.92,0.0
7789,300.00,300.00,0.00,282.23,5.92,0.0
7794,300.00,300.00,0.00,282.23,5.92,0.0
7799,300.00,300.00,0.00,282.23,5.92,0.0
7804,300.00,300.00,0.00,282.23,5.92,0.0
7809,300.00,300.00,0.00,282.23,5.92,0.0
7814,300.00,300.00,0.00,282.23,5.92,0.0
7819,300.00,300.00,0.00,282.23,5.92,0.0
7824,300.00,300.00,0.00,282.23,5.92,0.0
7829,300.00,300.00,0.00,282.23,5.92,0.0
7834,300.00,300.00,0.00,282.23,5.92,0.0
7839,300.00,300.00,0.00,282.23,5.92,0.0
7844,300.00,300.00,0.00,282.23,5.92,0.0
7849,300.00,300.00,0.00,282.23,5.92,0.0
